act,key,cid,cells,km2,meanF,minF,row,col,kept,lat,lon,name,complex,core_overlap_pct,residual_km2
Act 1 (585),ensemble_585,321,1,1.0,0.7254902720451355,0.7254903,2273.0,697.0,False,49.60456242491997,-118.2510779981066,,-1,,
Act 1 (585),ensemble_585,356,1,1.0,0.7254902720451355,0.7254903,2356.0,833.0,False,49.17196719073525,-116.05279779677184,,-1,,
Act 1 (585),ensemble_585,126,1,1.0,0.725490152835846,0.72549015,1381.0,315.0,False,56.048898773566364,-127.83478628054704,,-1,,
Act 1 (585),ensemble_585,133,1,1.0,0.725490152835846,0.72549015,1404.0,568.0,False,56.540739849309354,-123.72067489652571,,-1,,
Act 1 (585),ensemble_585,324,1,1.0,0.725490152835846,0.72549015,2278.0,809.0,False,49.77691837199225,-116.63692643335995,,-1,,
Act 1 (585),ensemble_585,342,1,1.0,0.725490152835846,0.72549015,2312.0,907.0,False,49.66751698268894,-115.12931555714904,,-1,,
Act 1 (585),ensemble_585,78,1,1.0,0.7222222685813904,0.72222227,1288.0,332.0,False,56.865410427031236,-128.07998211414034,,-1,,
Act 1 (585),ensemble_585,88,1,1.0,0.7222222685813904,0.72222227,1318.0,298.0,False,56.518437391624005,-128.44883831382282,,-1,,
Act 1 (585),ensemble_585,161,1,1.0,0.7222222685813904,0.72222227,1842.0,714.0,False,53.21859643352119,-119.55973553183263,,-1,,
Act 1 (585),ensemble_585,171,1,1.0,0.7222222685813904,0.72222227,1910.0,846.0,False,52.91626199500184,-117.31079623750898,,-1,,
Act 1 (585),ensemble_585,479,1,1.0,0.7222222685813904,0.72222227,2893.0,782.0,False,44.628334803093075,-115.20997946002049,,-1,,
Act 1 (585),ensemble_585,486,1,1.0,0.7222222685813904,0.72222227,2944.0,817.0,False,44.2640870683676,-114.61652455357614,,-1,,
Act 1 (585),ensemble_585,300,1,1.0,0.7222221493721008,0.72222215,2249.0,808.0,False,50.01618941542044,-116.74353243223725,,-1,,
Act 1 (585),ensemble_585,5,1,1.0,0.7189542651176453,0.71895427,155.0,429.0,False,66.8953905810848,-134.0123515060676,,-1,,
Act 1 (585),ensemble_585,14,1,1.0,0.7189542651176453,0.71895427,197.0,439.0,False,66.55409378025122,-133.48318363684518,,-1,,
Act 1 (585),ensemble_585,204,1,1.0,0.7189542651176453,0.71895427,2002.0,895.0,False,52.23696469385751,-116.26311880145437,,-1,,
Act 1 (585),ensemble_585,389,1,1.0,0.7189542651176453,0.71895427,2742.0,880.0,False,46.044491883066094,-114.3093729907777,,-1,,
